Genome Name,Accession,BRC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5670,,,,"Aliphatic amidase AmiE (EC 3.5.1.4)",PATRIC,"Phenylalanine metabolism","Amidase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5672,,,,"Octaprenyl diphosphate synthase (EC 2.5.1.90)",PATRIC,"Terpenoid backbone biosynthesis","All-trans-octaprenyl-diphosphate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5677,,,,"Glutamate 5-kinase (EC 2.7.2.11) / RNA-binding C-terminal domain PUA",PATRIC,"Arginine and proline metabolism","Glutamate 5-kinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5682,,,,"D-2-hydroxyglutarate dehydrogenase (EC 1.1.99.2)",PATRIC,"Butanoate metabolism","L-2-hydroxyglutarate dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5719,,,,"Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)",PATRIC,"Geraniol degradation","Hydroxymethylglutaryl-CoA lyase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5728,,,,"Threonine dehydratase biosynthetic (EC 4.3.1.19)",PATRIC,"Valine, leucine and isoleucine biosynthesis","Threonine ammonia-lyase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5736,,,,"Cytochrome d ubiquinol oxidase subunit X (EC 1.10.3.-)",PATRIC,"Betalain biosynthesis","With oxygen as acceptor"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5778,,,,"Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)",PATRIC,"Aminoacyl-tRNA biosynthesis","Asparaginyl-tRNA synthase (glutamine-hydrolyzing)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5780,,,,"Orotate phosphoribosyltransferase (EC 2.4.2.10)",PATRIC,"Pyrimidine metabolism","Orotate phosphoribosyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5795,,,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)",PATRIC,"Fatty acid metabolism","Long-chain-fatty-acid--CoA ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5819,,,,"3-hydroxybutyrate dehydrogenase (EC 1.1.1.30)",PATRIC,"Butanoate metabolism","3-hydroxybutyrate dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5883,,,,"D-alanine aminotransferase (EC 2.6.1.21)",PATRIC,"D-Alanine metabolism","D-amino-acid transaminase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5928,,,,"Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)",PATRIC,"Polyketide sugar unit biosynthesis","Glucose-1-phosphate thymidylyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5929,,,,"dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)",PATRIC,"Streptomycin biosynthesis","dTDP-4-dehydrorhamnose reductase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5931,,,,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",PATRIC,"Streptomycin biosynthesis","dTDP-glucose 4,6-dehydratase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5935,,,,"Cardiolipin synthase (EC 2.7.8.-) bacterial type ClsB, has minor trans-phosphatidylation activity converting PE to PG",PATRIC,"Pantothenate and CoA biosynthesis","Transferases for other substituted phosphate groups"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5947,,,,"Alpha-aminoadipate aminotransferase (EC 2.6.1.39) @ Leucine transaminase (EC 2.6.1.6) @ Valine transaminase",PATRIC,"Valine, leucine and isoleucine degradation","Leucine transaminase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5964,,,,"Glutathione S-transferase (EC 2.5.1.18)",PATRIC,"Glutathione metabolism","Glutathione transferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5967,,,,"Shikimate kinase I (EC 2.7.1.71)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Shikimate kinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5968,,,,"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)",PATRIC,"Peptidoglycan biosynthesis","Peptidoglycan glycosyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5971,,,,"Diaminopimelate decarboxylase (EC 4.1.1.20)",PATRIC,"Lysine biosynthesis","Diaminopimelate decarboxylase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.6034,,,,"DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)",PATRIC,"Purine metabolism","DNA-directed RNA polymerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.6043,,,,"Aldehyde dehydrogenase (EC 1.2.1.3)",PATRIC,"Ascorbate and aldarate metabolism","Aldehyde dehydrogenase (NAD(+))"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.6052,,,,"Cystathionine beta-lyase (EC 4.4.1.8)",PATRIC,"Sulfur metabolism","Cystathionine beta-lyase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.6053,,,,"Cysteine dioxygenase (EC 1.13.11.20)",PATRIC,"Taurine and hypotaurine metabolism","Cysteine dioxygenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.6083,,,,"Catalase KatE (EC 1.11.1.6)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Catalase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.18,,,,"Acylphosphate phosphohydrolase (EC 3.6.1.7)",PATRIC,"Pyruvate metabolism","Acylphosphatase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.27,,,,"D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)",PATRIC,"Glycine, serine and threonine metabolism","Phosphoglycerate dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.88,,,,"N-acetylornithine aminotransferase (EC 2.6.1.11)",PATRIC,"Arginine and proline metabolism","Acetylornithine transaminase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.128,,,,"N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14)",PATRIC,"Arginine and proline metabolism","N-acyl-aliphatic-L-amino acid amidohydrolase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.135,,,,"Cystathionine beta-lyase (EC 4.4.1.8)",PATRIC,"Selenoamino acid metabolism","Cystathionine beta-lyase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.140,,,,"Arginyl-tRNA synthetase (EC 6.1.1.19)",PATRIC,"Aminoacyl-tRNA biosynthesis","Arginine--tRNA ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.216,,,,"Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)",PATRIC,"Histidine metabolism","1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.220,,,,"Histidinol dehydrogenase (EC 1.1.1.23)",PATRIC,"Histidine metabolism","Histidinol dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.255,,,,"Cytochrome c oxidase polypeptide II (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.400,,,,"Anthranilate synthase, aminase component (EC 4.1.3.27)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Anthranilate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.413,,,,"Thioredoxin reductase (EC 1.8.1.9)",PATRIC,"Pyrimidine metabolism","Thioredoxin-disulfide reductase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.430,,,,"ATP synthase alpha chain (EC 3.6.3.14)",PATRIC,"Oxidative phosphorylation","H(+)-transporting two-sector ATPase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.462,,,,"Enoyl-CoA hydratase (EC 4.2.1.17)",PATRIC,"Fatty acid elongation in mitochondria","Enoyl-CoA hydratase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.503,,,,"Malate dehydrogenase (EC 1.1.1.37)",PATRIC,"Methane metabolism","Malate dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.506,,,,"(2R)-sulfolactate sulfo-lyase subunit beta (EC 4.4.1.24)",PATRIC,"Cysteine and methionine metabolism","(2R)-sulfolactate sulfo-lyase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.509,,,,"Homoserine O-acetyltransferase (EC 2.3.1.31)",PATRIC,"Cysteine and methionine metabolism","Homoserine O-acetyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.534,,,,"D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) / D-glycero-beta-D-manno-heptose-7-phosphate kinase (EC 2.7.1.167)",PATRIC,"Lipopolysaccharide biosynthesis","D-glycero-beta-D-manno-heptose-7-phosphate kinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.577,,,,"Glycerol kinase (EC 2.7.1.30)",PATRIC,"Glycerolipid metabolism","Glycerol kinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.639,,,,"Aspartate carbamoyltransferase (EC 2.1.3.2)",PATRIC,"Pyrimidine metabolism","Aspartate carbamoyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.649,,,,"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)",PATRIC,"Purine metabolism","Bis(5'-nucleosyl)-tetraphosphatase (symmetrical)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.680,,,,"Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)",PATRIC,"Pyrimidine metabolism","Ribonucleoside-diphosphate reductase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.715,,,,"Serine hydroxymethyltransferase (EC 2.1.2.1)",PATRIC,"Cyanoamino acid metabolism","Glycine hydroxymethyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.721,,,,"Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)",PATRIC,"Riboflavin metabolism","5-amino-6-(5-phosphoribosylamino)uracil reductase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.803,,,,"DNA polymerase III epsilon subunit (EC 2.7.7.7)",PATRIC,"Purine metabolism","DNA-directed DNA polymerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.857,,,,"2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)",PATRIC,"Glyoxylate and dicarboxylate metabolism","2-hydroxy-3-oxopropionate reductase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.858,,,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)",PATRIC,"Arachidonic acid metabolism","Gamma-glutamyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.870,,,,"4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","4-hydroxyphenylpyruvate dioxygenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.888,,,,"UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)",PATRIC,"D-Glutamine and D-glutamate metabolism","UDP-N-acetylmuramate--L-alanine ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.913,,,,"Inositol-1-monophosphatase (EC 3.1.3.25)",PATRIC,"Phosphatidylinositol signaling system","Inositol-phosphate phosphatase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.947,,,,"Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)",PATRIC,"Polyketide sugar unit biosynthesis","Glucose-1-phosphate thymidylyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.963,,,,"Histidinol-phosphatase (EC 3.1.3.15)",PATRIC,"Histidine metabolism","Histidinol-phosphatase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1001,,,,"tRNA dimethylallyltransferase (EC 2.5.1.75)",PATRIC,"Zeatin biosynthesis","tRNA dimethylallyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1007,,,,"Fumarate hydratase class II (EC 4.2.1.2)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Fumarate hydratase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1033,,,,"Aminodeoxychorismate lyase (EC 4.1.3.38)",PATRIC,"Folate biosynthesis","Aminodeoxychorismate lyase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1034,,,,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)",PATRIC,"Folate biosynthesis","Aminodeoxychorismate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1035,,,,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)",PATRIC,"Folate biosynthesis","Aminodeoxychorismate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1038,,,,"4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)",PATRIC,"Arginine and proline metabolism","2-dehydro-3-deoxy-phosphogluconate aldolase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1039,,,,"2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)",PATRIC,"Pentose phosphate pathway","2-dehydro-3-deoxygluconokinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1084,,,,"Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)",PATRIC,"Betalain biosynthesis","With oxygen as acceptor"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1132,,,,"Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)",PATRIC,"Pyrimidine metabolism","Dihydroorotate dehydrogenase (quinone)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1200,,,,"Putative cryptic D-serine deaminase (EC 4.3.1.18)",PATRIC,"Glycine, serine and threonine metabolism","D-serine ammonia-lyase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1211,,,,"Muconate cycloisomerase (EC 5.5.1.1)",PATRIC,"Benzoate degradation via hydroxylation","Muconate cycloisomerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1222,,,,"CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)",PATRIC,"Glycine, serine and threonine metabolism","CDP-diacylglycerol--serine O-phosphatidyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1227,,,,"Threonine dehydratase, catabolic (EC 4.3.1.19) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)",PATRIC,"Valine, leucine and isoleucine biosynthesis","Threonine ammonia-lyase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1246,,,,"Triosephosphate isomerase (EC 5.3.1.1)",PATRIC,"Glycolysis / Gluconeogenesis","Triose-phosphate isomerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1310,,,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)",PATRIC,"Arachidonic acid metabolism","Gamma-glutamyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1318,,,,"NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)",PATRIC,"Nitrogen metabolism","NADH:ubiquinone reductase (H(+)-translocating)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1319,,,,"NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)",PATRIC,"Nitrogen metabolism","NADH:ubiquinone reductase (H(+)-translocating)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1327,,,,"NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)",PATRIC,"Oxidative phosphorylation","NADH:ubiquinone reductase (H(+)-translocating)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1330,,,,"NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)",PATRIC,"Oxidative phosphorylation","NADH:ubiquinone reductase (H(+)-translocating)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1379,,,,"Inactive (p)ppGpp 3'-pyrophosphohydrolase domain / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I",PATRIC,"Purine metabolism","GTP diphosphokinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1427,,,,"Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)",PATRIC,"Valine, leucine and isoleucine degradation","Methylmalonate-semialdehyde dehydrogenase (CoA acylating)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1477,,,,"2-methylcitrate synthase (EC 2.3.3.5)",PATRIC,"Propanoate metabolism","2-methylcitrate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1485,,,,"Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)",PATRIC,"Oxidative phosphorylation","Succinate dehydrogenase (quinone)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1495,,,,"Uricase (urate oxidase) (EC 1.7.3.3)",PATRIC,"Caffeine metabolism","Factor independent urate hydroxylase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1541,,,,"Acetyl-CoA synthetase (EC 6.2.1.1)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Acetate--CoA ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1603,,,,"1,2-phenylacetyl-CoA epoxidase, subunit A (EC 1.14.13.149)",PATRIC,"Phenylalanine metabolism","Phenylacetyl-CoA 1,2-epoxidase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1604,,,,"1,2-phenylacetyl-CoA epoxidase, subunit B (EC 1.14.13.149)",PATRIC,"Phenylalanine metabolism","Phenylacetyl-CoA 1,2-epoxidase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1671,,,,"GTP cyclohydrolase I (EC 3.5.4.16) type 2",PATRIC,"Folate biosynthesis","GTP cyclohydrolase I"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1707,,,,"5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)",PATRIC,"Cysteine and methionine metabolism","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1720,,,,"Inorganic pyrophosphatase (EC 3.6.1.1)",PATRIC,"Oxidative phosphorylation","Inorganic diphosphatase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1736,,,,"Homoserine dehydrogenase (EC 1.1.1.3)",PATRIC,"Cysteine and methionine metabolism","Homoserine dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1744,,,,"2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","3-deoxy-7-phosphoheptulonate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1749,,,,"NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)",PATRIC,"Nicotinate and nicotinamide metabolism","NAD(P)(+) transhydrogenase (Re/Si-specific)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1750,,,,"NAD(P) transhydrogenase C-domain of subunit alpha (EC 1.6.1.2)",PATRIC,"Nicotinate and nicotinamide metabolism","NAD(P)(+) transhydrogenase (Re/Si-specific)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1911,,,,"Cytosine deaminase (EC 3.5.4.1)",PATRIC,"Pyrimidine metabolism","Cytosine deaminase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2071,,,,"L-2,4-diaminobutyric acid acetyltransferase (EC 2.3.1.178)",PATRIC,"Glycine, serine and threonine metabolism","Diaminobutyrate acetyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2096,,,,"Valyl-tRNA synthetase (EC 6.1.1.9)",PATRIC,"Aminoacyl-tRNA biosynthesis","Valine--tRNA ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2112,,,,"Adenylosuccinate synthetase (EC 6.3.4.4)",PATRIC,"Purine metabolism","Adenylosuccinate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2113,,,,"Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22)",PATRIC,"Purine metabolism","Xanthine phosphoribosyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2143,,,,"Chorismate synthase (EC 4.2.3.5)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Chorismate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2190,,,,"Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)",PATRIC,"Porphyrin and chlorophyll metabolism","Coproporphyrinogen dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2281,,,,"3-oxoacyl-[ACP] reductase (EC 1.1.1.100) FadG2, NOT involved in fatty acid synthesis",PATRIC,"Fatty acid biosynthesis","3-oxoacyl-[acyl-carrier-protein] reductase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2282,,,,"3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.59)",PATRIC,"Fatty acid biosynthesis","3-hydroxyacyl-[acyl-carrier-protein] dehydratase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2283,,,,"3-oxoacyl-[ACP] synthase (EC 2.3.1.41) FabV like",PATRIC,"Biotin metabolism","Beta-ketoacyl-[acyl-carrier-protein] synthase I"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2362,,,,"D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)",PATRIC,"Methane metabolism","Phosphoglycerate dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2364,,,,"Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)",PATRIC,"beta-Alanine metabolism","Beta-alanine--pyruvate transaminase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2454,,,,"N-formylglutamate deformylase (EC 3.5.1.68)",PATRIC,"Histidine metabolism","N-formylglutamate deformylase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2500,,,,"Phosphoenolpyruvate synthase (EC 2.7.9.2)",PATRIC,"Pyruvate metabolism","Pyruvate, water dikinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2502,,,,"Argininosuccinate lyase (EC 4.3.2.1)",PATRIC,"Arginine and proline metabolism","Argininosuccinate lyase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2555,,,,"Pyruvate dehydrogenase E1 component (EC 1.2.4.1)",PATRIC,"Pyruvate metabolism","Pyruvate dehydrogenase (acetyl-transferring)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2650,,,,"Undecaprenyl diphosphate synthase (EC 2.5.1.31)",PATRIC,"Terpenoid backbone biosynthesis","Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2657,,,,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)",PATRIC,"Fatty acid biosynthesis","3-hydroxyacyl-[acyl-carrier-protein] dehydratase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2686,,,,"DNA polymerase III delta prime subunit (EC 2.7.7.7)",PATRIC,"Purine metabolism","DNA-directed DNA polymerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2701,,,,"Glutathione S-transferase (EC 2.5.1.18)",PATRIC,"Glutathione metabolism","Glutathione transferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2713,,,,"4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)",PATRIC,"Vitamin B6 metabolism","4-hydroxythreonine-4-phosphate dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2741,,,,"GTP cyclohydrolase I (EC 3.5.4.16) type 1",PATRIC,"Folate biosynthesis","GTP cyclohydrolase I"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2783,,,,"Respiratory nitrate reductase delta chain (EC 1.7.99.4)",PATRIC,"Nitrogen metabolism","Nitrate reductase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2788,,,,"Carbonic anhydrase, beta class (EC 4.2.1.1)",PATRIC,"Nitrogen metabolism","Carbonate dehydratase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.2814,,,,"1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22)",PATRIC,"Arginine and proline metabolism","1-pyrroline-4-hydroxy-2-carboxylate deaminase"
